,Title,Date,Fragments,Lab/Ops,Principles
89,"An apologie for the ministry and its maintenance wherein is set forth the necessity, dignity and efficacy of a gospel-ministry against the Socinians, Swenckfieldians, Weigelians, Anabaptists, Enthusiasts, Familists, Seekers, Quakers, Levellers, Libertines and the rest of that rout ... / by Tho. Hall.",1660-01-01,corn the cretians with this salt tit   rebuke them,,
90,"An apologie for the ministry and its maintenance wherein is set forth the necessity, dignity and efficacy of a gospel-ministry against the Socinians, Swenckfieldians, Weigelians, Anabaptists, Enthusiasts, Familists, Seekers, Quakers, Levellers, Libertines and the rest of that rout ... / by Tho. Hall.",1660-01-01,neither they are but the salters or seasoners but our saviour,,1
91,"An apologie for the ministry and its maintenance wherein is set forth the necessity, dignity and efficacy of a gospel-ministry against the Socinians, Swenckfieldians, Weigelians, Anabaptists, Enthusiasts, Familists, Seekers, Quakers, Levellers, Libertines and the rest of that rout ... / by Tho. Hall.",1660-01-01,be seasoned with this heavenly salt that they be not corrupted,,1
92,"An apologie for the ministry and its maintenance wherein is set forth the necessity, dignity and efficacy of a gospel-ministry against the Socinians, Swenckfieldians, Weigelians, Anabaptists, Enthusiasts, Familists, Seekers, Quakers, Levellers, Libertines and the rest of that rout ... / by Tho. Hall.",1660-01-01,gospel ministry take away this salt and you have the world,,1
93,"An apologie for the ministry and its maintenance wherein is set forth the necessity, dignity and efficacy of a gospel-ministry against the Socinians, Swenckfieldians, Weigelians, Anabaptists, Enthusiasts, Familists, Seekers, Quakers, Levellers, Libertines and the rest of that rout ... / by Tho. Hall.",1660-01-01,also that in calling them salt he doth as it were,,
94,"Fides-Anglicana, or, A plea for the publick-faith of these nations lately pawned, forfeited and violated by some of their former trustees to the rendering it as infamous as fides-punica was heretofore : it is humbly offered to consideration in a petitionary remonstrance to all in authority on the behalf of many thousands to whom securities were given upon the said public-faith and was prepared to have been put forth during the sitting of the last Parliament ... / by the author George Wither.",1660-01-01,hither hony oyl saffron wood salt silver and you send us,1,
95,"Fides-Anglicana, or, A plea for the publick-faith of these nations lately pawned, forfeited and violated by some of their former trustees to the rendering it as infamous as fides-punica was heretofore : it is humbly offered to consideration in a petitionary remonstrance to all in authority on the behalf of many thousands to whom securities were given upon the said public-faith and was prepared to have been put forth during the sitting of the last Parliament ... / by the author George Wither.",1660-01-01,with a little more salt sulphur and mercury then usual that,,1
96,"Fides-Anglicana, or, A plea for the publick-faith of these nations lately pawned, forfeited and violated by some of their former trustees to the rendering it as infamous as fides-punica was heretofore : it is humbly offered to consideration in a petitionary remonstrance to all in authority on the behalf of many thousands to whom securities were given upon the said public-faith and was prepared to have been put forth during the sitting of the last Parliament ... / by the author George Wither.",1660-01-01,a preparation to the psalter in folio  exercises on,,
97,"Fides-Anglicana, or, A plea for the publick-faith of these nations lately pawned, forfeited and violated by some of their former trustees to the rendering it as infamous as fides-punica was heretofore : it is humbly offered to consideration in a petitionary remonstrance to all in authority on the behalf of many thousands to whom securities were given upon the said public-faith and was prepared to have been put forth during the sitting of the last Parliament ... / by the author George Wither.",1660-01-01,them by a most prodigious sulphurous fire descending from heaven to,,
98,"Fides-Anglicana, or, A plea for the publick-faith of these nations lately pawned, forfeited and violated by some of their former trustees to the rendering it as infamous as fides-punica was heretofore : it is humbly offered to consideration in a petitionary remonstrance to all in authority on the behalf of many thousands to whom securities were given upon the said public-faith and was prepared to have been put forth during the sitting of the last Parliament ... / by the author George Wither.",1660-01-01,a suddain flash ver  salt upon salt ver  amigdala,,
99,"Fides-Anglicana, or, A plea for the publick-faith of these nations lately pawned, forfeited and violated by some of their former trustees to the rendering it as infamous as fides-punica was heretofore : it is humbly offered to consideration in a petitionary remonstrance to all in authority on the behalf of many thousands to whom securities were given upon the said public-faith and was prepared to have been put forth during the sitting of the last Parliament ... / by the author George Wither.",1660-01-01,flash ver  salt upon salt ver  amigdala britannica or,,
100,"Fides-Anglicana, or, A plea for the publick-faith of these nations lately pawned, forfeited and violated by some of their former trustees to the rendering it as infamous as fides-punica was heretofore : it is humbly offered to consideration in a petitionary remonstrance to all in authority on the behalf of many thousands to whom securities were given upon the said public-faith and was prepared to have been put forth during the sitting of the last Parliament ... / by the author George Wither.",1660-01-01,little more salt sulphur and mercury then usual that if he,,1
